id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
21,199,236,471,19,10,248.0,472.0,0.9892573356628418,0.9900497794151306,0,0,512,512
22,15503,0,0,230,141,8.0,40.0,0.9889864921569824,0.9630516767501831,0,0,512,512
23,1046,153,471,41,40,184.0,488.0,0.9888430833816528,0.9791863560676575,0,0,512,512
24,1910,453,369,58,34,456.0,376.0,0.9879015684127808,0.9927007555961609,0,0,512,512
25,14965,0,0,350,184,232.0,8.0,0.987699031829834,0.9565472602844238,0,0,512,512
26,827,6,194,31,40,8.0,232.0,0.9872918725013733,0.9808153510093689,0,0,512,512
27,11592,123,411,137,100,216.0,504.0,0.9863219261169434,0.974997878074646,0,0,512,512
28,811,384,0,67,30,392.0,24.0,0.983412504196167,0.9901960492134094,0,0,512,512
29,1103,25,42,50,54,56.0,72.0,0.9829474091529846,0.9802513718605042,0,0,512,512
30,423,338,26,33,35,344.0,56.0,0.9822336435317993,0.9696969985961914,0,0,512,512
31,5478,339,0,127,92,392.0,40.0,0.9806464910507202,0.9765512347221375,0,0,512,512
32,574,153,494,41,17,168.0,504.0,0.9801214933395386,0.969072163105011,0,0,512,512
33,866,91,457,24,54,104.0,504.0,0.9789010882377625,0.982798159122467,0,0,512,512
34,456,177,173,20,25,184.0,184.0,0.9784541130065918,0.9870129823684692,0,0,512,512
35,878,0,233,44,30,40.0,248.0,0.977558970451355,0.9852941036224365,0,0,512,512
36,1841,339,26,45,65,360.0,40.0,0.9770596027374268,0.9817106127738953,0,0,512,512
37,471,491,481,20,24,504.0,504.0,0.9766213893890381,0.9789915680885315,0,0,512,512
38,2341,168,102,56,65,184.0,152.0,0.9763182401657104,0.9797126054763794,0,0,512,512
39,390,48,218,19,26,56.0,232.0,0.9754573106765747,0.9795396327972412,0,0,512,512
40,289,261,408,18,15,264.0,424.0,0.9754091501235962,0.9896193742752075,0,0,512,512
41,320,26,233,18,20,40.0,248.0,0.9729013442993164,0.9906832575798035,0,0,512,512
42,629,233,481,21,30,248.0,504.0,0.9706970453262329,0.9686028361320496,0,0,512,512
43,634,197,163,28,30,216.0,184.0,0.9704182147979736,0.9736024737358093,0,0,512,512
44,1011,320,110,36,38,328.0,136.0,0.9695938229560852,0.9823701977729797,0,0,512,512
45,1033,227,385,53,21,232.0,392.0,0.9677237272262573,0.956685483455658,0,0,512,512
46,385,143,186,19,24,152.0,200.0,0.9647788405418396,0.9820051193237305,0,0,512,512
47,88,99,435,10,8,104.0,440.0,0.9637075662612915,0.9886363744735718,0,0,512,512
48,1097,111,412,24,99,120.0,488.0,0.963351845741272,0.9757630228996277,0,0,512,512
49,1452,196,414,45,34,200.0,424.0,0.9623010754585266,0.9735413789749146,0,0,512,512
50,373,75,476,18,23,88.0,488.0,0.9622568488121033,0.9814814925193787,0,0,512,512
51,313,93,206,16,23,104.0,216.0,0.9614191055297852,0.9841772317886353,0,0,512,512
52,1303,75,416,27,83,88.0,488.0,0.9607669115066528,0.9646350741386414,0,0,512,512
53,643,263,136,26,30,280.0,152.0,0.957355797290802,0.9770641922950745,0,0,512,512
54,1086,372,359,21,55,376.0,408.0,0.9557187557220459,0.9657039642333984,0,0,512,512
55,247,0,203,11,32,8.0,216.0,0.9551050066947937,0.9762845635414124,0,0,512,512
56,1349,409,481,46,30,424.0,488.0,0.9537538290023804,0.9655172228813171,0,0,512,512
57,486,161,172,20,32,168.0,200.0,0.9534745216369629,0.9774590134620667,0,0,512,512
58,332,12,233,32,24,40.0,232.0,0.9527950882911682,0.9704142212867737,0,0,512,512
59,1990,254,408,25,103,280.0,424.0,0.95064377784729,0.9761193990707397,0,0,512,512
60,3344,453,238,58,68,488.0,264.0,0.9504041075706482,0.9585764408111572,0,0,512,512
61,3520,235,110,120,69,264.0,152.0,0.9497644901275635,0.9714125394821167,0,0,512,512
62,856,149,122,29,52,152.0,168.0,0.9486980438232422,0.9758620858192444,0,0,512,512
63,263,65,218,14,20,72.0,232.0,0.9470429420471191,0.9811320900917053,0,0,512,512
64,348,0,322,11,50,8.0,328.0,0.9468978643417358,0.9663865566253662,0,0,512,512
65,1820,424,154,51,46,472.0,184.0,0.9467536807060242,0.9771615266799927,0,0,512,512
66,316,122,0,29,19,136.0,8.0,0.9465869069099426,0.9779179692268372,0,0,512,512
67,814,287,124,35,37,296.0,136.0,0.9445860385894775,0.9720534682273865,0,0,512,512
68,4193,48,164,177,79,152.0,200.0,0.9441616535186768,0.958012580871582,0,0,512,512
69,3634,378,0,88,74,408.0,8.0,0.9426242113113403,0.9714208245277405,0,0,512,512
70,9393,405,0,106,151,472.0,8.0,0.9405977129936218,0.9742268323898315,0,0,512,512
71,133,260,438,14,9,264.0,440.0,0.940306544303894,0.9701492786407471,0,0,512,512
72,2918,453,369,58,52,472.0,392.0,0.9373999834060669,0.9746792912483215,0,0,512,512
73,279,79,212,15,22,88.0,216.0,0.9373354315757751,0.9857650995254517,0,0,512,512
74,785,79,424,22,52,88.0,472.0,0.935819685459137,0.9636591672897339,0,0,512,512
75,15979,82,283,206,213,152.0,344.0,0.9349666833877563,0.9677950739860535,0,0,512,512
76,5619,86,103,138,98,152.0,152.0,0.9306244850158691,0.9528023600578308,0,0,512,512
77,223,0,240,12,22,8.0,248.0,0.9303503036499023,0.9691630005836487,0,0,512,512
78,2393,49,140,100,78,88.0,184.0,0.93034428358078,0.9724506735801697,0,0,512,512
79,33,340,260,5,6,344.0,264.0,0.9290622472763062,0.9696969985961914,0,0,512,512
80,41,206,278,11,3,216.0,280.0,0.9279850125312805,0.9756097793579102,0,0,512,512
81,915,98,412,27,46,120.0,440.0,0.927794873714447,0.9603854417800903,0,0,512,512
82,3024,24,0,75,97,56.0,88.0,0.9264832735061646,0.9579287767410278,0,0,512,512
83,173,207,457,12,16,216.0,472.0,0.9250925779342651,0.977142870426178,0,0,512,512
84,367,126,192,20,24,136.0,200.0,0.9244371652603149,0.9651474356651306,0,0,512,512
85,49,205,278,12,4,216.0,280.0,0.9240412712097168,0.9795918464660645,0,0,512,512
86,2926,447,146,64,75,488.0,200.0,0.9189211130142212,0.9510652422904968,0,0,512,512
87,134,196,480,13,10,200.0,488.0,0.9070343375205994,0.970802903175354,0,0,512,512
88,532,460,499,51,12,488.0,504.0,0.9047256112098694,0.9521178603172302,0,0,512,512
89,660,89,393,39,17,104.0,408.0,0.8997130990028381,0.9583333134651184,0,0,512,512
90,5688,49,103,288,115,136.0,168.0,0.8983519077301025,0.9604519605636597,0,0,512,512
91,501,451,223,60,41,472.0,248.0,0.8942564725875854,0.951361894607544,0,0,512,512
92,963,257,424,21,52,264.0,472.0,0.8911271095275879,0.9611452221870422,0,0,512,512
93,2986,0,167,87,68,56.0,200.0,0.8831967115402222,0.9537308812141418,0,0,512,512
94,2977,453,257,58,164,504.0,408.0,0.8827589750289917,0.9773635268211365,0,0,512,512
