id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
51,218,68,223,18,17,72.0,232.0,0.9479289054870605,0.9727272987365723,0,0,512,512
52,6969,137,0,57,146,184.0,72.0,0.9474913477897644,0.9758625626564026,0,0,512,512
53,682,424,137,50,18,472.0,152.0,0.9467206001281738,0.9612625241279602,0,0,512,512
54,567,196,456,12,55,200.0,488.0,0.9454994797706604,0.9671280384063721,0,0,512,512
55,994,423,265,34,34,440.0,280.0,0.9424701929092407,0.9673267602920532,0,0,512,512
56,161,91,240,16,13,104.0,248.0,0.9410666823387146,0.9756097793579102,0,0,512,512
57,590,478,269,29,32,488.0,296.0,0.940702497959137,0.96517413854599,0,0,512,512
58,930,85,24,19,66,104.0,56.0,0.9394341707229614,0.9703390002250671,0,0,512,512
59,1189,167,303,100,14,232.0,312.0,0.9371160268783569,0.9743164777755737,0,0,512,512
60,1497,373,0,20,180,376.0,24.0,0.9342174530029297,0.9548724889755249,0,0,512,512
61,191,101,256,16,14,104.0,264.0,0.9329517483711243,0.9536082744598389,0,0,512,512
62,999,281,0,89,14,296.0,8.0,0.9312121272087097,0.9540117383003235,0,0,512,512
63,55,390,62,6,9,392.0,72.0,0.9240025877952576,0.9636363387107849,0,0,512,512
64,421,314,130,23,18,328.0,136.0,0.922855794429779,0.9624413251876831,0,0,512,512
65,433,410,264,16,35,424.0,264.0,0.9212226867675781,0.9679633975028992,0,0,512,512
66,324,54,94,14,29,56.0,120.0,0.9151451587677002,0.9603658318519592,0,0,512,512
67,17696,0,0,127,143,72.0,24.0,0.9025071859359741,0.9729926586151123,0,0,512,512
68,829,160,455,16,54,168.0,504.0,0.8938203454017639,0.9620853066444397,0,0,512,512
69,141,0,251,10,16,8.0,264.0,0.8935579061508179,0.9650349617004395,0,0,512,512
70,874,0,0,28,34,24.0,8.0,0.8860405683517456,0.9716553092002869,0,0,512,512
71,515,0,449,9,54,8.0,456.0,0.8839083313941956,0.9714828729629517,0,0,512,512
